epoch,train_loss,val_accuracy
1,0.2590865274225604,0.935940045617465
2,0.13797488182265616,0.950276963180189
3,0.10656389187387372,0.9530791788856305
4,0.08896514434132366,0.9635711958292603
5,0.07857567193932251,0.966634082763115
6,0.06910346137041665,0.9691104594330401
7,0.06373886916677053,0.9633756924079505
8,0.0576844965606115,0.9657869012707723
9,0.0543738317308742,0.9701531443466928
10,0.05093388250917277,0.9690452916259368
