epoch,train_loss,val_accuracy
1,0.03924058689378436,0.9949820788530466
2,0.02186006103801411,0.9945910720104268
3,0.016755425764128033,0.9953730856956663
4,0.013591235271259161,0.9942652329749104
5,0.011613442682130782,0.9943304007820137
6,0.009922827612467563,0.9955034213098729
7,0.008718058959065998,0.9909416748126425
8,0.007810512693447179,0.9919191919191919
9,0.007145051846601124,0.9951124144672532
10,0.0064239266347998515,0.9940697295536005
